time/date,Port 3 (VWC),Port 3 (EC),Port 3 (temp),Port 4 (VWC),Port 4 (EC),Port 4 (temp),2m Rain (in),2m Rel Hum (pct),ET (in),observed
6/3/17 18:35,0.116,0.055,76.8,0.132,0.074,78.1,0,99,0.16,0.276043312
6/3/17 18:40,0.116,0.055,76.8,0.132,0.074,78.3,0,99,0.16,0.47246793
6/3/17 18:45,0.117,0.055,76.8,0.131,0.074,78.3,0,99,0.16,0.404557794
6/3/17 18:50,0.118,0.056,76.8,0.133,0.074,78.3,0,99,0.16,0.959946473
6/3/17 18:55,0.118,0.056,77,0.134,0.075,78.3,0,99,0.16,0.7093747
6/3/17 19:00,0.122,0.055,77,0.143,0.073,78.3,0,99,0.16,0.256621912
6/3/17 19:05,0.125,0.055,76.8,0.153,0.074,78.3,0,99,0.16,0.633595769
6/3/17 19:10,0.124,0.055,77,0.154,0.074,78.3,0,99,0.16,0.818502009
6/3/17 19:15,0.124,0.056,77,0.154,0.074,78.4,0,99,0.16,0.438384821
6/3/17 19:20,0.123,0.055,77,0.154,0.073,78.3,0.01,99,0.16,0.254488472
6/3/17 19:25,0.123,0.056,77,0.154,0.074,78.4,0,99,0.16,0.620442431
6/3/17 19:30,0.123,0.056,77,0.154,0.073,78.4,0,99,0.16,0.784120007
6/3/17 19:35,0.124,0.055,77,0.154,0.073,78.4,0,98,0.16,0.035327745
6/3/17 19:40,0.124,0.056,77,0.155,0.074,78.4,0,98,0.16,0.80425313
6/3/17 19:45,0.124,0.055,77,0.155,0.074,78.4,0,98,0.16,0.98725917
6/3/17 19:50,0.124,0.055,77,0.154,0.073,78.4,0,98,0.16,0.701512929
6/3/17 19:55,0.124,0.055,77,0.154,0.073,78.4,0,98,0.16,0.951474987
6/3/17 20:00,0.124,0.055,77,0.154,0.073,78.4,0,98,0.16,0.795170897
6/3/17 20:05,0.124,0.055,77,0.154,0.074,78.4,0,97,0.16,0.00136607
6/3/17 20:10,0.124,0.056,77,0.154,0.073,78.4,0,97,0.16,0.794473676
6/3/17 20:15,0.124,0.055,77,0.154,0.074,78.4,0,97,0.16,0.041181129
6/3/17 20:20,0.124,0.055,77,0.154,0.073,78.4,0,97,0.16,0.668831552
6/3/17 20:25,0.124,0.055,77,0.154,0.073,78.4,0,96,0.16,0.730244846
6/3/17 20:30,0.124,0.055,77,0.153,0.074,78.4,0,96,0.16,0.59569688
6/3/17 20:35,0.124,0.055,77,0.153,0.074,78.4,0,96,0.16,0.358881511
6/3/17 20:40,0.124,0.056,77,0.153,0.074,78.6,0,95,0.16,0.245898248
6/3/17 20:45,0.124,0.055,77,0.153,0.074,78.4,0,94,0.16,0.622197323
6/3/17 20:50,0.124,0.056,77,0.154,0.075,78.4,0,94,0.16,0.146180848
6/3/17 20:55,0.124,0.055,77,0.154,0.075,78.6,0,93,0.16,0.625438446
6/3/17 21:00,0.124,0.055,77,0.154,0.076,78.6,0,92,0.16,0.674944476
6/3/17 21:05,0.124,0.055,77,0.154,0.077,78.6,0,92,0.16,0.345610478
6/3/17 21:10,0.124,0.055,77.2,0.154,0.077,78.6,0,91,0.16,0.295132563
6/3/17 21:15,0.124,0.055,77.2,0.155,0.078,78.6,0,91,0.16,0.474360456
6/3/17 21:20,0.124,0.055,77.2,0.156,0.079,78.6,0,91,0.16,0.768084288
6/3/17 21:25,0.124,0.056,77.2,0.156,0.08,78.6,0,91,0.16,0.850042898
6/3/17 21:30,0.124,0.055,77.2,0.156,0.082,78.6,0,91,0.16,0.2624553
6/3/17 21:35,0.124,0.055,77.2,0.157,0.082,78.6,0,91,0.16,0.766785436
6/3/17 21:40,0.124,0.055,77.2,0.158,0.083,78.6,0,91,0.16,0.738717695
6/3/17 21:45,0.124,0.055,77.2,0.159,0.084,78.6,0,91,0.16,0.501599348
6/3/17 21:50,0.124,0.056,77.2,0.16,0.086,78.6,0,91,0.16,0.297190747
6/3/17 21:55,0.124,0.055,77.2,0.16,0.088,78.6,0,91,0.16,0.463504171
6/3/17 22:00,0.124,0.055,77.2,0.161,0.089,78.6,0,91,0.16,0.867533359
6/3/17 22:05,0.124,0.056,77.2,0.162,0.09,78.6,0,91,0.16,0.255988485
6/3/17 22:10,0.124,0.056,77.2,0.163,0.092,78.6,0,91,0.16,0.168766973
6/3/17 22:15,0.124,0.056,77.2,0.164,0.094,78.6,0,92,0.16,0.411629449
6/3/17 22:20,0.124,0.056,77.2,0.164,0.095,78.6,0,92,0.16,0.284009029
6/3/17 22:25,0.124,0.056,77.2,0.165,0.096,78.6,0,91,0.16,0.806760256
6/3/17 22:30,0.124,0.056,77.2,0.166,0.098,78.6,0,91,0.16,0.162274606
6/3/17 22:35,0.123,0.056,77.2,0.167,0.1,78.6,0,91,0.16,0.579142649
6/3/17 22:40,0.124,0.055,77.2,0.167,0.1,78.6,0,91,0.16,0.898648418
6/3/17 22:45,0.124,0.056,77.2,0.168,0.101,78.6,0,92,0.16,0.690591453
6/3/17 22:50,0.124,0.056,77.2,0.169,0.102,78.6,0,92,0.16,0.318417322
6/3/17 22:55,0.124,0.056,77.2,0.169,0.103,78.6,0,92,0.16,0.677528674
6/3/17 23:00,0.124,0.056,77.2,0.17,0.104,78.6,0,92,0.16,0.172449258
6/3/17 23:05,0.124,0.055,77.2,0.17,0.106,78.6,0.24,93,0.16,0.268118569
6/3/17 23:10,0.124,0.056,77.2,0.171,0.107,78.6,0.01,95,0.16,0.226812846
6/3/17 23:15,0.124,0.056,77.2,0.171,0.107,78.6,0.04,95,0.16,0.799803382
6/3/17 23:20,0.124,0.056,77.2,0.172,0.108,78.6,0.01,93,0.16,0.985647405
6/3/17 23:25,0.124,0.056,77.2,0.172,0.109,78.6,0,95,0.16,0.652503928
6/3/17 23:30,0.125,0.056,77.2,0.172,0.109,78.6,0,97,0.16,0.723326779
6/3/17 23:35,0.125,0.057,77.2,0.173,0.11,78.6,0,97,0.16,0.404956596
6/3/17 23:40,0.125,0.057,77.2,0.173,0.11,78.6,0,98,0.16,0.522862152
6/3/17 23:45,0.125,0.057,77.2,0.173,0.111,78.6,0,98,0.16,0.604625055
6/3/17 23:50,0.125,0.057,77.2,0.173,0.111,78.6,0,98,0.16,0.309523826
6/3/17 23:55,0.125,0.057,77.2,0.174,0.111,78.6,0,98,0.16,0.674360985
6/4/17 0:00,0.125,0.057,77.2,0.174,0.113,78.6,0,98,0.16,0.441046169
6/4/17 0:05,0.126,0.057,77.2,0.174,0.113,78.4,0,98,0.16,0.664524455
6/4/17 0:10,0.125,0.058,77.2,0.174,0.113,78.6,0,98,0.16,0.699679122
6/4/17 0:15,0.126,0.058,77.2,0.174,0.114,78.4,0,98,0.16,0.639183014
6/4/17 0:20,0.127,0.058,77.2,0.174,0.114,78.4,0,98,0.16,0.104390612
6/4/17 0:25,0.127,0.058,77.2,0.175,0.114,78.4,0,98,0.16,0.732920496
6/4/17 0:30,0.127,0.059,77.2,0.175,0.114,78.4,0,98,0.16,0.809369521
6/4/17 0:35,0.128,0.059,77.2,0.175,0.114,78.4,0,98,0.16,0.50390916
6/4/17 0:40,0.128,0.059,77.2,0.175,0.114,78.4,0,98,0.16,0.559276738
6/4/17 0:45,0.128,0.059,77.2,0.175,0.114,78.4,0,98,0.16,0.724296783
6/4/17 0:50,0.128,0.06,77.2,0.175,0.115,78.4,0,98,0.16,0.628585355
6/4/17 0:55,0.129,0.06,77.2,0.175,0.115,78.4,0,98,0.16,0.703827017
6/4/17 1:00,0.129,0.06,77.2,0.175,0.114,78.4,0,98,0.16,0.454664967
6/4/17 1:05,0.129,0.06,77.2,0.175,0.115,78.4,0,98,0.16,0.368580324
6/4/17 1:10,0.13,0.06,77.2,0.175,0.115,78.4,0,98,0.16,0.387161807
6/4/17 1:15,0.13,0.061,77.2,0.175,0.115,78.4,0,98,0.16,0.489668869
6/4/17 1:20,0.13,0.061,77.2,0.175,0.115,78.4,0,98,0.16,0.050469333
6/4/17 1:25,0.13,0.062,77.2,0.175,0.115,78.4,0,98,0.16,0.310814169
6/4/17 1:30,0.131,0.062,77.2,0.175,0.115,78.4,0.01,98,0.16,0.633787801
6/4/17 1:35,0.131,0.063,77.2,0.175,0.115,78.4,0,98,0.16,0.308555227
6/4/17 1:40,0.132,0.063,77.4,0.175,0.115,78.4,0,98,0.16,0.223871947
6/4/17 1:45,0.132,0.064,77.2,0.175,0.115,78.4,0,98,0.16,0.256285433
6/4/17 1:50,0.133,0.064,77.2,0.175,0.114,78.4,0.01,98,0.16,0.993820119
6/4/17 1:55,0.133,0.064,77.2,0.175,0.115,78.4,0,98,0.16,0.734724709
6/4/17 2:00,0.133,0.064,77.4,0.175,0.115,78.4,0,99,0.16,0.697909552
6/4/17 2:05,0.134,0.065,77.4,0.175,0.115,78.4,0,99,0.16,0.924242217
6/4/17 2:10,0.134,0.065,77.2,0.175,0.115,78.4,0,99,0.16,0.033027923
6/4/17 2:15,0.135,0.066,77.4,0.175,0.115,78.4,0,99,0.16,0.646333861
6/4/17 2:20,0.135,0.066,77.2,0.175,0.115,78.4,0,99,0.16,0.930596466
6/4/17 2:25,0.135,0.067,77.4,0.175,0.115,78.4,0,99,0.16,0.468968634
6/4/17 2:30,0.136,0.067,77.4,0.175,0.115,78.4,0,99,0.16,0.841895693
6/4/17 2:35,0.136,0.067,77.4,0.175,0.115,78.4,0,99,0.16,0.393596063
6/4/17 2:40,0.137,0.069,77.4,0.175,0.115,78.4,0,99,0.16,0.527086698
6/4/17 2:45,0.137,0.069,77.2,0.175,0.115,78.4,0,99,0.16,0.804652396
6/4/17 2:50,0.138,0.069,77.4,0.175,0.115,78.3,0,99,0.16,0.244957956
6/4/17 2:55,0.138,0.069,77.4,0.175,0.115,78.4,0,99,0.16,0.754181566
6/4/17 3:00,0.138,0.07,77.2,0.175,0.114,78.4,0,99,0.16,0.973495973
6/4/17 3:05,0.139,0.07,77.2,0.175,0.114,78.3,0,99,0.16,0.120345412
6/4/17 3:10,0.139,0.07,77.2,0.175,0.114,78.3,0,99,0.16,0.47043809
6/4/17 3:15,0.14,0.071,77.2,0.174,0.115,78.3,0,99,0.16,0.663077515
6/4/17 3:20,0.14,0.072,77.2,0.174,0.114,78.3,0,99,0.16,0.571142974
6/4/17 3:25,0.14,0.072,77.4,0.175,0.114,78.3,0,98,0.16,0.814436569
6/4/17 3:30,0.141,0.072,77.2,0.174,0.114,78.3,0,98,0.16,0.072215218
6/4/17 3:35,0.141,0.073,77.4,0.174,0.114,78.3,0,98,0.16,0.356075462
6/4/17 3:40,0.141,0.073,77.2,0.174,0.114,78.3,0,97,0.16,0.3470348
6/4/17 3:45,0.141,0.073,77.4,0.174,0.114,78.3,0,96,0.16,0.718007392
6/4/17 3:50,0.141,0.073,77.2,0.174,0.114,78.3,0,96,0.16,0.136116968
6/4/17 3:55,0.142,0.073,77.4,0.174,0.113,78.3,0,94,0.16,0.234449912
6/4/17 4:00,0.143,0.073,77.4,0.174,0.113,78.3,0,93,0.16,0.569274811
6/4/17 4:05,0.143,0.074,77.2,0.174,0.113,78.3,0,92,0.16,0.683120919
6/4/17 4:10,0.143,0.074,77.2,0.174,0.113,78.3,0,90,0.16,0.388156169
6/4/17 4:15,0.143,0.075,77.2,0.174,0.113,78.3,0,89,0.16,0.88647899
6/4/17 4:20,0.144,0.075,77.2,0.174,0.113,78.1,0,88,0.16,0.037537896
6/4/17 4:25,0.144,0.077,77.2,0.174,0.113,78.1,0,87,0.16,0.842381187
6/4/17 4:30,0.144,0.076,77.2,0.174,0.113,78.1,0,86,0.16,0.955669183
6/4/17 4:35,0.144,0.077,77.2,0.174,0.113,78.1,0,84,0.16,0.658272768
6/4/17 4:40,0.145,0.077,77.2,0.173,0.113,78.1,0,82,0.16,0.510355491
6/4/17 4:45,0.145,0.077,77.2,0.174,0.111,78.1,0,80,0.16,0.519505645
6/4/17 4:50,0.145,0.077,77.2,0.173,0.111,78.1,0,79,0.16,0.247593701
6/4/17 4:55,0.145,0.077,77.2,0.173,0.111,78.1,0,79,0.16,0.006398849
6/4/17 5:00,0.145,0.077,77.2,0.173,0.111,78.1,0,78,0.16,0.275426071
6/4/17 5:05,0.146,0.078,77.2,0.173,0.111,78.1,0,75,0.16,0.706833454
6/4/17 5:10,0.146,0.078,77.2,0.173,0.111,78.1,0,74,0.16,0.015919198
6/4/17 5:15,0.146,0.079,77.2,0.173,0.111,78.1,0,73,0.16,0.205280717
6/4/17 5:20,0.146,0.078,77.2,0.173,0.111,78.1,0,73,0.16,0.637675256
6/4/17 5:25,0.146,0.079,77.2,0.173,0.111,78.1,0,71,0.16,0.906224025
6/4/17 5:30,0.146,0.079,77.2,0.173,0.111,78.1,0,72,0.16,0.021706213
6/4/17 5:35,0.147,0.079,77.2,0.173,0.111,78.1,0,69,0.16,0.373101686
6/4/17 5:40,0.147,0.08,77.2,0.173,0.11,78.1,0,70,0.16,0.737317169
6/4/17 5:45,0.147,0.08,77.2,0.173,0.111,78.1,0,72,0.16,0.073743644
6/4/17 5:50,0.147,0.081,77.2,0.173,0.11,78.1,0,71,0.16,0.793740588
6/4/17 5:55,0.147,0.081,77.2,0.173,0.11,78.1,0,70,0.16,0.20736044
6/4/17 6:00,0.147,0.081,77.2,0.173,0.11,78.1,0,72,0.16,0.162569914
6/4/17 6:05,0.147,0.082,77.2,0.173,0.11,78.1,0,72,0.16,0.9693733
6/4/17 6:10,0.148,0.081,77.2,0.172,0.11,78.1,0,70,0.16,0.918823527
6/4/17 6:15,0.148,0.081,77.2,0.172,0.11,77.9,0,69,0.16,0.728311261
6/4/17 6:20,0.148,0.082,77.2,0.173,0.109,78.1,0,66,0.16,0.950374443
6/4/17 6:25,0.148,0.082,77.2,0.173,0.109,77.9,0,65,0.16,0.948779049
6/4/17 6:30,0.148,0.082,77.2,0.173,0.109,77.9,0,68,0.16,0.516265957
6/4/17 6:35,0.148,0.082,77.2,0.173,0.109,77.9,0,76,0.16,0.234871554
6/4/17 6:40,0.149,0.082,77.2,0.172,0.109,77.9,0,79,0.16,0.650316813
6/4/17 6:45,0.149,0.082,77.2,0.172,0.109,77.9,0.06,84,0.16,0.740848154
6/4/17 6:50,0.149,0.082,77.2,0.172,0.109,77.9,0.06,88,0.16,0.049308028
6/4/17 6:55,0.148,0.082,77.2,0.172,0.108,77.9,0,91,0.16,0.513768638
6/4/17 7:00,0.149,0.083,77.2,0.172,0.109,77.9,0,90,0.16,0.647853228
6/4/17 7:05,0.149,0.083,77.2,0.172,0.109,77.9,0,90,0.16,0.984130208
6/4/17 7:10,0.15,0.083,77.2,0.172,0.108,77.9,0,93,0.16,0.736790544
6/4/17 7:15,0.15,0.083,77.2,0.172,0.109,77.9,0,93,0.16,0.600289465
6/4/17 7:20,0.15,0.084,77.2,0.172,0.108,77.9,0.06,95,0.16,0.08804961
6/4/17 7:25,0.15,0.083,77.2,0.172,0.108,77.9,0,95,0.16,0.268800899
6/4/17 7:30,0.15,0.083,77.2,0.172,0.108,77.9,0,94,0.16,0.134276497
6/4/17 7:35,0.15,0.083,77.2,0.172,0.108,77.7,0,96,0.16,0.562781876
6/4/17 7:40,0.15,0.084,77.2,0.172,0.108,77.7,0,96,0.16,0.400373442
6/4/17 7:45,0.15,0.083,77.2,0.172,0.108,77.7,0,96,0.16,0.551603527
6/4/17 7:50,0.15,0.084,77.2,0.172,0.108,77.9,0,97,0.16,0.389695205
6/4/17 7:55,0.15,0.085,77.2,0.172,0.107,77.7,0,97,0.16,0.030906101
6/4/17 8:00,0.15,0.084,77.2,0.172,0.107,77.7,0,97,0.16,0.327957892
6/4/17 8:05,0.15,0.085,77.2,0.172,0.107,77.7,0,97,0.16,0.709468768
6/4/17 8:10,0.15,0.085,77.2,0.171,0.107,77.7,0,97,0.16,0.872627071
6/4/17 8:15,0.15,0.085,77.2,0.171,0.107,77.7,0,97,0.16,0.216659201
6/4/17 8:20,0.15,0.085,77.2,0.171,0.107,77.7,0,97,0.16,0.091670178
6/4/17 8:25,0.15,0.085,77.2,0.171,0.107,77.7,0,97,0.16,0.56233118
6/4/17 8:30,0.15,0.085,77.2,0.171,0.107,77.7,0,98,0.16,0.918354886
6/4/17 8:35,0.15,0.085,77.2,0.17,0.106,77.7,0,98,0.16,0.156498744
6/4/17 8:40,0.15,0.085,77.2,0.17,0.106,77.7,0,98,0.16,0.466008679
6/4/17 8:45,0.15,0.085,77.2,0.17,0.106,77.7,0,98,0.16,0.206584792
6/4/17 8:50,0.151,0.085,77.2,0.17,0.106,77.7,0,98,0.16,0.583896651
6/4/17 8:55,0.151,0.085,77.2,0.17,0.106,77.7,0,98,0.16,0.84419637
6/4/17 9:00,0.151,0.085,77.2,0.17,0.106,77.7,0,98,0.16,0.80594692
6/4/17 9:05,0.15,0.086,77.2,0.17,0.106,77.7,0,98,0.16,0.941454989
6/4/17 9:10,0.15,0.086,77.2,0.17,0.104,77.7,0,98,0.16,0.562454648
6/4/17 9:15,0.15,0.085,77.2,0.17,0.106,77.7,0,98,0.16,0.393417989
6/4/17 9:20,0.15,0.085,77.2,0.17,0.106,77.7,0,98,0.16,0.645285165
6/4/17 9:25,0.15,0.086,77.2,0.169,0.106,77.7,0,98,0.16,0.775045186
6/4/17 9:30,0.151,0.086,77.2,0.169,0.106,77.7,0,98,0.16,0.689354869
6/4/17 9:35,0.151,0.086,77.2,0.169,0.104,77.5,0,98,0.16,0.703371718
6/4/17 9:40,0.15,0.087,77.2,0.169,0.104,77.7,0,98,0.16,0.057276462
6/4/17 9:45,0.15,0.086,77.2,0.169,0.104,77.7,0,98,0.16,0.832314046
6/4/17 9:50,0.151,0.086,77.2,0.169,0.104,77.7,0,98,0.16,0.909818449
6/4/17 9:55,0.15,0.086,77.2,0.169,0.103,77.5,0,98,0.16,0.973257697
6/4/17 10:00,0.15,0.086,77.2,0.168,0.103,77.7,0,98,0.16,0.387196739
6/4/17 10:05,0.15,0.086,77.2,0.168,0.104,77.5,0,98,0.16,0.454695492
6/4/17 10:10,0.15,0.086,77.2,0.168,0.103,77.5,0,98,0.16,0.388024757
6/4/17 10:15,0.15,0.086,77.2,0.168,0.103,77.5,0.01,98,0.16,0.717772904
6/4/17 10:20,0.15,0.086,77.2,0.168,0.103,77.5,0,98,0.16,0.5279017
6/4/17 10:25,0.15,0.086,77.2,0.168,0.104,77.5,0,98,0.16,0.148423397
6/4/17 10:30,0.15,0.087,77.2,0.168,0.103,77.5,0,98,0.16,0.994264451
6/4/17 10:35,0.15,0.086,77.2,0.167,0.103,77.5,0,98,0.16,0.475719847
6/4/17 10:40,0.15,0.087,77.2,0.167,0.102,77.5,0,98,0.16,0.152174533
6/4/17 10:45,0.15,0.087,77,0.167,0.103,77.5,0,98,0.16,0.694313073
6/4/17 10:50,0.15,0.087,77.2,0.167,0.103,77.5,0,98,0.16,0.393303323
6/4/17 10:55,0.15,0.086,77.2,0.167,0.102,77.5,0,98,0.16,0.758868775
6/4/17 11:00,0.15,0.087,77.2,0.167,0.102,77.5,0,98,0.16,0.070740555
6/4/17 11:05,0.15,0.087,77,0.167,0.102,77.5,0,97,0.16,0.181985441
6/4/17 11:10,0.15,0.087,77,0.167,0.102,77.5,0,96,0.16,0.27781863
6/4/17 11:15,0.15,0.087,77.2,0.166,0.102,77.5,0,95,0.16,0.818823645
6/4/17 11:20,0.15,0.086,77,0.166,0.102,77.5,0,93,0.16,0.885816064
6/4/17 11:25,0.15,0.087,77,0.166,0.102,77.5,0,92,0.16,0.65441265
6/4/17 11:30,0.15,0.086,77,0.166,0.101,77.5,0,90,0.16,0.938598213
6/4/17 11:35,0.15,0.087,77,0.166,0.102,77.5,0,90,0.16,0.930381407
6/4/17 11:40,0.15,0.087,77,0.166,0.101,77.5,0,88,0.16,0.035838455
6/4/17 11:45,0.15,0.087,77,0.165,0.101,77.5,0,86,0.16,0.822732862
6/4/17 11:50,0.15,0.086,77,0.165,0.101,77.5,0,85,0.16,0.055812723
6/4/17 11:55,0.15,0.086,77,0.165,0.101,77.5,0,85,0.16,0.410799022
6/4/17 12:00,0.15,0.087,77,0.165,0.101,77.5,0,84,0.16,0.615499781
6/4/17 12:05,0.15,0.087,77,0.164,0.1,77.5,0,84,0.16,0.225751037
6/4/17 12:10,0.15,0.086,77,0.164,0.1,77.5,0,84,0.16,0.145419182
6/4/17 12:15,0.15,0.087,77,0.164,0.101,77.5,0,84,0.16,0.302113685
6/4/17 12:20,0.149,0.087,77,0.164,0.1,77.5,0,84,0.16,0.917770247
6/4/17 12:25,0.149,0.087,77,0.164,0.1,77.5,0,82,0.16,0.388297963
6/4/17 12:30,0.149,0.087,77,0.163,0.1,77.5,0,81,0.16,0.314754542
6/4/17 12:35,0.149,0.086,77,0.163,0.1,77.5,0,79,0.16,0.137879969
6/4/17 12:40,0.149,0.087,77,0.163,0.1,77.5,0,76,0.16,0.021750257
6/4/17 12:45,0.149,0.087,77,0.163,0.1,77.5,0,74,0.16,0.984577685
6/4/17 12:50,0.149,0.087,77,0.163,0.099,77.5,0,71,0.16,0.983785373
6/4/17 12:55,0.149,0.087,77,0.162,0.1,77.5,0,69,0.16,0.661798841
6/4/17 13:00,0.149,0.087,77,0.162,0.099,77.5,0,66,0.16,0.876466338
6/4/17 13:05,0.149,0.087,77,0.162,0.099,77.5,0,65,0.16,0.11710909
6/4/17 13:10,0.148,0.087,77,0.162,0.099,77.5,0,66,0.16,0.172293837
6/4/17 13:15,0.148,0.087,77,0.162,0.099,77.5,0,66,0.16,0.304211732
6/4/17 13:20,0.148,0.087,77,0.161,0.098,77.5,0,65,0.16,0.882869419
6/4/17 13:25,0.148,0.087,77,0.161,0.098,77.5,0,65,0.16,0.460055518
6/4/17 13:30,0.148,0.087,77,0.161,0.098,77.5,0,63,0.16,0.373449672
6/4/17 13:35,0.148,0.087,77,0.161,0.098,77.5,0,60,0.16,0.55172943
6/4/17 13:40,0.148,0.087,77,0.161,0.098,77.5,0,57,0.16,0.795036251
6/4/17 13:45,0.148,0.087,77,0.16,0.098,77.5,0,57,0.16,0.390343796
6/4/17 13:50,0.148,0.086,77,0.16,0.097,77.7,0,57,0.16,0.767223094
6/4/17 13:55,0.148,0.086,77,0.16,0.098,77.5,0,57,0.16,0.423962407
6/4/17 14:00,0.148,0.086,77,0.159,0.097,77.5,0,58,0.16,0.669554762
6/4/17 14:05,0.148,0.087,77,0.159,0.097,77.5,0,55,0.16,0.451060424
6/4/17 14:10,0.148,0.087,77,0.159,0.097,77.7,0,54,0.16,0.415828692
6/4/17 14:15,0.147,0.087,77,0.158,0.097,77.7,0,56,0.16,0.206782907
6/4/17 14:20,0.147,0.087,77,0.158,0.097,77.7,0,55,0.16,0.384546057
6/4/17 14:25,0.147,0.086,77,0.157,0.097,77.7,0,56,0.16,0.673384571
6/4/17 14:30,0.147,0.087,77,0.157,0.097,77.7,0,57,0.16,0.485886883
6/4/17 14:35,0.147,0.087,77,0.157,0.096,77.7,0,56,0.16,0.374756704
6/4/17 14:40,0.147,0.086,77,0.157,0.096,77.7,0,58,0.16,0.864692419
6/4/17 14:45,0.147,0.086,77,0.157,0.096,77.7,0,59,0.16,0.481782666
6/4/17 14:50,0.147,0.087,77,0.156,0.096,77.7,0,59,0.16,0.77263539
6/4/17 14:55,0.147,0.086,77,0.156,0.097,77.7,0,59,0.16,0.449480765
6/4/17 15:00,0.147,0.086,77,0.156,0.096,77.7,0,59,0.16,0.38136114
6/4/17 15:05,0.147,0.086,77,0.156,0.096,77.7,0,62,0.16,0.869319492
6/4/17 15:10,0.147,0.086,77,0.156,0.096,77.7,0,64,0.16,0.932299151
6/4/17 15:15,0.147,0.087,77,0.155,0.096,77.7,0,68,0.16,0.905424491
6/4/17 15:20,0.146,0.086,77,0.155,0.095,77.9,0,71,0.16,0.484259543
6/4/17 15:25,0.146,0.086,77,0.155,0.095,77.9,0,72,0.16,0.999205993
6/4/17 15:30,0.146,0.086,77,0.155,0.095,77.9,0,74,0.16,0.941871088
6/4/17 15:35,0.146,0.086,77,0.154,0.095,77.9,0,76,0.16,0.161804752
6/4/17 15:40,0.146,0.086,77,0.154,0.095,77.9,0,82,0.16,0.857157482
6/4/17 15:45,0.146,0.086,77,0.154,0.094,77.9,0,88,0.16,0.675974268
6/4/17 15:50,0.146,0.086,77,0.154,0.094,78.1,0,90,0.16,0.261817989
6/4/17 15:55,0.146,0.086,77,0.153,0.094,78.1,0,90,0.16,0.263940438
6/4/17 16:00,0.146,0.086,77,0.153,0.094,78.1,0,90,0.16,0.693614217
6/4/17 16:05,0.146,0.086,77,0.153,0.094,78.1,0,91,0.16,0.351810036
6/4/17 16:10,0.145,0.086,77,0.153,0.094,78.1,0,91,0.16,0.815351518
6/4/17 16:15,0.145,0.086,77,0.153,0.094,78.1,0,91,0.16,0.211753688
6/4/17 16:20,0.146,0.086,77,0.153,0.093,78.1,0,91,0.16,0.465404536
6/4/17 16:25,0.146,0.086,77,0.153,0.093,78.1,0,88,0.16,0.006491879
6/4/17 16:30,0.146,0.086,77,0.152,0.093,78.3,0,89,0.16,0.668764685
6/4/17 16:35,0.145,0.086,77,0.152,0.093,78.3,0,88,0.16,0.769310235
6/4/17 16:40,0.146,0.085,77,0.152,0.093,78.3,0,88,0.16,0.046457659
6/4/17 16:45,0.145,0.086,77,0.152,0.093,78.3,0,89,0.16,0.152346988
6/4/17 16:50,0.147,0.085,77,0.16,0.092,78.3,0,89,0.16,0.637973958
6/4/17 16:55,0.148,0.085,77,0.162,0.093,78.3,0,90,0.16,0.462651292
6/4/17 17:00,0.148,0.085,77,0.164,0.092,78.4,0,91,0.16,0.94011675
6/4/17 17:05,0.15,0.086,77,0.167,0.092,78.4,0,90,0.16,0.820294652
6/4/17 17:10,0.15,0.085,77,0.166,0.092,78.4,0,90,0.16,0.191666264
6/4/17 17:15,0.15,0.085,77,0.165,0.092,78.4,0,90,0.16,0.002938509
6/4/17 17:20,0.15,0.086,77,0.165,0.092,78.4,0,90,0.16,0.947444279
6/4/17 17:25,0.149,0.085,77,0.165,0.092,78.4,0,91,0.16,0.894391528
6/4/17 17:30,0.149,0.085,77,0.165,0.092,78.4,0,92,0.16,0.78608356
6/4/17 17:35,0.148,0.085,77.2,0.165,0.091,78.4,0,92,0.16,0.041698993
6/4/17 17:40,0.148,0.085,77,0.164,0.092,78.4,0,92,0.16,0.324796626
6/4/17 17:45,0.148,0.085,77.2,0.164,0.091,78.4,0,92,0.16,0.338181872
6/4/17 17:50,0.148,0.085,77.2,0.163,0.091,78.4,0,92,0.16,0.231199371
6/4/17 17:55,0.148,0.085,77,0.163,0.091,78.6,0,93,0.16,0.224256538
6/4/17 18:00,0.148,0.085,77.2,0.163,0.091,78.6,0,94,0.16,0.450343619
6/4/17 18:05,0.148,0.085,77.2,0.163,0.091,78.6,0,94,0.16,0.760615596
6/4/17 18:10,0.148,0.085,77.2,0.163,0.091,78.6,0,95,0.16,0.765494638
6/4/17 18:15,0.147,0.085,77.2,0.163,0.091,78.6,0,95,0.16,0.794217008
6/4/17 18:20,0.147,0.085,77.2,0.162,0.091,78.6,0,96,0.16,0.625316389
6/4/17 18:25,0.147,0.085,77.2,0.162,0.091,78.6,0,96,0.16,0.823250459
6/4/17 18:30,0.147,0.085,77.2,0.162,0.09,78.6,0,96,0.16,0.299650697
6/4/17 18:35,0.147,0.085,77.2,0.162,0.09,78.6,0,96,0.16,0.931918561
6/4/17 18:40,0.147,0.084,77.2,0.162,0.091,78.8,0,97,0.16,0.830548477
6/4/17 18:45,0.147,0.085,77.2,0.161,0.09,78.8,0,97,0.16,0.447873841
6/4/17 18:50,0.147,0.085,77.2,0.161,0.09,78.8,0,97,0.16,0.615528403
6/4/17 18:55,0.147,0.084,77.2,0.161,0.09,78.8,0,97,0.16,0.301558938
